genome_name	genome	taxonomy	K03639	K20967	K03637	K03635	K21142	K03831	K03638	K15376	K03750	K07141	K13818	K03752	K03636	K21232	K04487	K21028	K11996	K21029	K21147	K15631	K20625	K08356	K08351	K16964	K07306	K10700	K22341	K22516	K22015	K05299	K00123	K08348	K18558	K00201	K02567	K00367	K00370	K00372	K03934	K18361	K08352	K23302	K24713	K17050	K21307	K17219	K07812	K07811	K08357	K07309	K07147	K10534	K05301	K00387	K17225	K03738	K11389	K19515	K00157	K09842	K12528	K03520	K11817	K22417	K04108	K24716	K16877	K19187	K18020	K19820	K20171	K07303	K07469	K20447	K20448	K13482	K00106	K11177	K00087	K18030	K02588	K02586	K02591	K22896	K22897	K22898	K22899	K00531	K02587	K02592	K02585	K00947	K15790	K02018	K02017	K02020	K15496	K15497	K15495	K05773	K06857	K05772
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Pseudovibrio_sp._FO_BEG1	GCA_000236645.1	Proteobacteria	4.7e-129		2.5e-91	7.4e-50		2.9e-89			2.7000000000000003e-129	1.1e-63		8.8e-47	1.4e-17		3.6e-120				6.6e-102			3.1e-283						1.0000000000000001e-77			0.0				0.0		0.0		1.4e-290		2.3e-110						0.0		0.0		2.4999999999999997e-134				4.6e-194							3.9e-280										4.9e-255				0.0																		5.099999999999999e-89	3.6e-113	6.199999999999999e-67						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Rhodobacter_capsulatus_SB1003	GCA_000021865.1	Proteobacteria	7e-120		1e-84	1.5e-46		3.5e-77			3.1e-118			9.1e-59	1.4e-13		8.5e-109				4.6000000000000005e-99												0.0								1.6e-241						0.0		0.0																													0.0					0.0	0.0	0.0	0.0	0.0		0.0	0.0	2.8999999999999997e-242	1.7e-177	2.4e-193		1.0999999999999999e-52	2.1e-65	8.9e-112	3.6000000000000006e-73						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Rhodovulum_sp._PH10	GCA_000293785.1	Proteobacteria	4.8000000000000004e-129		1.7999999999999997e-89	3.3e-50			1.1999999999999999e-82		2.9e-135	4.4e-45		1.2e-59	2.5e-17		7.7e-155			2.2e-13	1.6000000000000001e-103				0.0						0.0		9.8e-302	1.6000000000000002e-70							6.2e-283		5e-175										2.6e-128				1.9e-195							0.0			0.0								1e-277		2.3999999999999998e-113	0.0		2.7e-299	6.3e-135	3.2e-85	0.0	0.0	0.0	0.0	0.0		0.0	0.0		2.8e-184	8.3e-06		2.9999999999999997e-74	2.1e-80	2.4000000000000003e-124	2.1000000000000002e-73						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Roseibium_sp._TrichSKD4_genomic_scaffold_scf_1119120597021	GCA_000148725.1	Proteobacteria	1.2e-127		1.3e-88	2e-50			1.4e-79		5.5e-137	3.2e-71		5.6e-55	2.9e-15		1.1e-134			2.3e-36													0.0							0.0	3.999999999999999e-282		1.2e-110				0.0						7.9e-35				4.6e-199							0.0										3.5e-145				0.0				1.1e-69														4.6e-93	3.8e-109	3.5e-77				2.4e-94	1.9e-69	8.3e-108
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Roseivivax_sp._22II_s10s	GCA_000520615.1	Proteobacteria	9.399999999999999e-128		4.5e-84	6e-48			4.6e-74		9.6e-130	8.3e-51		1.6e-60	1.8e-16		1.3e-116		2.2000000000000002e-103														3.3999999999999998e-279								1.3000000000000002e-251																6.4e-197							0.0										5.2e-281				0.0		3.2000000000000003e-273																3.5e-98	1.3000000000000001e-117	1.6e-44				5.2e-94	1e-82	4.3e-123
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Roseobacter_Thalassiobium_sp._R2A62_genomic_scaffold_scf_1112329232034	GCA_000161835.1	Proteobacteria	1.1000000000000002e-124		6.3e-81	1.2999999999999999e-46			6.4e-71		5.0000000000000006e-132	1.2e-45		2.0000000000000002e-57	1.3e-13		1.6000000000000001e-105		4.5e-106														0.0								1.2e-246						0.0						1.5e-19											0.0										2.2e-216				0.0																		1.6e-84	2.3e-111	6.3e-55				5.1999999999999993e-95	1.8e-79	3.1e-105
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Roseobacter_litoralis_Och_149	GCA_000154785.2	Proteobacteria	6.299999999999999e-128		8e-86	9.899999999999999e-48			6.9e-71		6.400000000000001e-123	6.5999999999999995e-46		3e-58	1.8e-16		9e-112		1.3000000000000001e-105		1.9e-33			2.7000000000000002e-281									0.0							0.0	3.6999999999999997e-246						0.0		0.0				3.3e-144				1.1e-185							0.0				1.3999999999999998e-292						6.5e-264	0.0			0.0																		5.4e-91	1.6e-111	9.500000000000001e-73				2.4e-94	7.899999999999999e-82	2.9e-108
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Roseovarius_sp._217	GCA_000152845.1	Proteobacteria	9.3e-127		4.7e-85	1.9e-49			7.199999999999999e-74		6.8e-121	2.3e-44		1.0000000000000001e-57	9.4e-16		8.3e-114		1.2e-105	2.4e-24	8e-87			0.0									0.0							0.0	2.4e-246						0.0						3.8e-140				2.2e-186							0.0										2.3e-249				0.0			2.8e-209															6e-80	1.4e-103	8.6e-66				1.1e-92	1.0999999999999999e-91	9e-14
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sagittula_stellata_E_37_unfinished_sequence	GCA_000169415.1	Proteobacteria	1.7e-127		4.5000000000000005e-86	1.6999999999999998e-48			2e-73		3.1999999999999994e-126	1.8999999999999998e-52		1e-59	5.1e-13		3.2e-115		1.5e-108						0.0	0.0							4.5e-283							0.0	1.1999999999999999e-244						0.0						1.8e-143				5.1e-187							1.7000000000000002e-269										7.7e-281	0.0		5.6e-78	0.0		2.0999999999999997e-282	5.4e-120	2.2000000000000002e-70														1.6e-93	1.8e-112	5.5e-72				5.900000000000001e-97	2.2e-87	2.6000000000000003e-123
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Salipiger_mucosus_DSM_16094_scaffold_version	GCA_000442255.1	Proteobacteria			4.5e-85	5.800000000000001e-27			4.3000000000000004e-72		1.5e-125	7.1e-47		1.1e-58	2.3e-17		3.1e-114		2.9999999999999996e-104		7.6e-93				0.0								0.0				0.0			0.0	1.1e-248						0.0						1.0000000000000001e-143		1.7e-06		4.7e-185							1.1e-274										6.1999999999999995e-242	0.0			0.0		5.9e-284		1.1e-65														3.6e-92	6.2e-116	1.4000000000000001e-80						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Silicibacter_pomeroyi_DSS_3	GCA_000011965.2	Proteobacteria	9.599999999999999e-126		7.700000000000001e-86	3.1e-51			8.600000000000001e-72		2.3e-07	1.1e-49		5.1e-62	1.1e-14		9.2e-115		1.3000000000000001e-105		1e-81				0.0								0.0								1.8e-257		6.3e-99				0.0						1.3e-142				4e-184							0.0										2.3e-257	0.0			0.0			7.6e-209	2.4e-68														5.299999999999999e-91	1.6e-113	9.4e-77				1.9e-97	9.399999999999999e-82	8.7e-08
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sulfitobacter_sp._NAS_14.1	GCA_000152645.1	Proteobacteria	1.9e-126		3.5e-82	4.1e-45			2.2e-71		2.6e-131	6.9e-42		8e-59	8.8e-14		2.0000000000000002e-103		2.8999999999999995e-104		1.6e-08												1.1e-275							0.0	5.1e-253												2.1e-141		7.2e-97		3e-148							0.0										1.1e-212	0.0			0.0		3.4e-275																9e-93	5e-108	2.7e-66				3.7e-95	1.2e-81	8.299999999999999e-113
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Thalassobacter_arenae_DSM_19593	GCA_000442275.2	Proteobacteria	6.5e-127		1.9e-86	9.6e-49			2.6e-73		1.8e-120	3.5999999999999996e-42		2.1999999999999997e-61	1.5e-16		1.4e-108		9.5e-107														0.0								7.6e-250						0.0						5.8e-142				1.0999999999999999e-187							0.0										1.1e-218				0.0																		1.4000000000000002e-88	8.2e-122	1.6000000000000002e-59						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Thioclava_pacifica_DSM_10166	GCA_000714535.1	Proteobacteria	2.9000000000000005e-132		8.4e-85	6.8e-49		5.3000000000000004e-79			8.599999999999999e-126			1.2e-56	1.9e-16		8.4e-113		5.8e-108														0.0							0.0	7.2e-250										0.0		6.4e-147				1.1e-182																					0.0																		7.1e-97	9.3e-118	2.5e-71						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacter_pasteurianus_386B	GCA_000723785.1	Proteobacteria	3.5000000000000003e-124		1.4000000000000002e-88	3.9e-43			9.299999999999999e-82		2.3e-104	7.2e-35		1.5e-50	2.6e-15		1.4999999999999998e-147		5.7e-108															0.0							8.4e-293																																	8.699999999999999e-221				0.0			1e-206	2.8e-154																						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acidiphilium_multivorum_AIU301	GCA_000202835.1	Proteobacteria	7.499999999999999e-128		8.3e-85	1.5e-50			8.3e-80		1.5999999999999998e-134			1.6e-51	9.9e-16		6.1e-112		1.6e-110	2.7e-39	8.7e-17			9.8e-12									0.0						0.0	0.0	9.9e-293		2.2e-229				0.0						4.7e-125		1.8999999999999998e-152		5.2e-10							8.5e-241					0.0									0.0		7.6e-218		4.6e-242																9.999999999999999e-31	3.7e-64		2.6e-64			
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Commensalibacter_sp._MX_MONARCH01	GCA_000527695.1	Proteobacteria	4.2e-114		1.5e-75	1.1999999999999998e-48	8.1e-14	4.9e-91			5.5e-130			6.199999999999999e-48			1.4e-146			1.3e-86																			0.0		3.5e-277																																	1.8e-227																						4.6e-90	1.9e-84	1.7000000000000001e-77						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Gluconacetobacter_diazotrophicus_PAl_5	GCA_000067045.1	Proteobacteria	1e-123		9.800000000000001e-86	1.6e-44	1.6e-15		1.0000000000000001e-79		6.7e-124			3.3e-51			2.1e-115		1.1999999999999999e-115	1.1999999999999998e-38	1.6e-29												3.5e-81								6.399999999999999e-284												1.1e-141																					1.1e-209				0.0				7.900000000000001e-157	0.0	0.0	0.0						3.2e-235	2.5e-192	9.2e-199		1.3999999999999999e-61	7e-79	3.6e-96	2.9999999999999997e-67						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Gluconacetobacter_xylinus_NBRC_3288	GCA_000182745.1	Proteobacteria	2.5e-120		4.1e-85	6.699999999999999e-46	5.2e-17		5.8e-82		4e-131	1.2e-50		8.700000000000001e-43			2.4000000000000002e-154		1.1e-116											1.9e-81											1.3999999999999998e-280												3.1e-144																					1.7000000000000002e-210				0.0				2.7e-156																						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Gluconobacter_oxydans_621H	GCA_000011685.1	Proteobacteria	8.6e-128		1.7e-65	1.2e-50					1.8e-104	1.1999999999999999e-46		2.6e-55			2e-110		4e-93		6.4000000000000005e-80																																5.9999999999999995e-142																					8.599999999999999e-207				0.0		7.8e-15		3.4e-148																4.800000000000001e-37						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Granulibacter_bethesdensis_CGDNIH1	GCA_000014285.2	Proteobacteria	1.8e-132		9.8e-88	2.5999999999999998e-46			1.0000000000000001e-79		4.5e-133	5.6e-87		4e-58	2.3e-16		2.2000000000000003e-124		2.7999999999999998e-112														0.0			4.2000000000000005e-79				0.0	2.5e-296		5.6e-130										5.5e-134																					1.1999999999999998e-300																						9.1e-80	4.9e-97	3e-73						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_amazonense_CBAmc	GCA_000730165.2	Proteobacteria	2.0000000000000003e-132		4.7999999999999995e-90	1.2e-53			4.7e-76		4.8e-136	1.3e-76		3.7e-58	2.1e-18		1.2e-130		7.9e-91	3.2e-48													0.0	2.1e-76						0.0	0.0		3.1e-113										8.8e-33		1.5e-157																			0.0				0.0		4.4e-279			0.0	0.0	0.0						3.1000000000000003e-252	1.9e-198	2.5000000000000003e-215		3.9000000000000004e-66	1.4e-93	9.6e-106	6.5e-76						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Caenispirillum_salinarum_AK4	GCA_000315795.1	Proteobacteria	9.4e-09		3.7e-86	6.9e-52			7.2999999999999995e-84		8.000000000000001e-145	4.3999999999999995e-61		2.1e-66	2.8e-20		2.3e-169		2.1e-114														3e-41	2.4e-264			0.0			0.0	0.0		7.6e-118						0.0		0.0		3.9000000000000003e-29		6.1e-112		1.5e-191							0.0										2e-277	0.0			0.0					0.0	0.0	0.0						3.8999999999999997e-228	1.2e-187	3.1e-204		7.700000000000001e-75	5.1999999999999996e-98	1.9e-111	1.9e-79				5.2999999999999997e-98	6e-83	1.5e-127
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Candidatus_Endolissoclinum_faulkneri_L5	GCA_000510265.1	Proteobacteria															8.3e-129																								3.1e-296																																																															
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Magnetospirillum_magneticum_AMB_1	GCA_000009985.1	Proteobacteria	2.3000000000000003e-129		1e-86	3.3e-54		5.9e-73			1.6e-135	4.9e-66		1.1e-72	5.4e-07		2.1e-138		2.9e-111														1.9e-278				0.0			0.0	3.6e-297	0.0	2.7e-115				0.0				0.0		8.700000000000001e-31					1.5e-134						5.2e-266			0.0							0.0	0.0							7.9e-226	0.0	0.0	0.0						8.299999999999999e-229	6e-187	9.999999999999999e-197		3.9e-75	3e-97	6.1e-116	2.5e-76				5e-95	1.7e-94	6.5e-127
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Oceanibaculum_indicum_P24	GCA_000299935.1	Proteobacteria	1.4999999999999998e-126		3.5e-89	2.3999999999999997e-48			1.8e-80		1.6e-133	9.5e-82		6.7e-63	2.3000000000000004e-21		1.1e-143		2.4e-114		3.4e-17			0.0	0.0								0.0						0.0		0.0		3.5000000000000005e-117				0.0						7.500000000000001e-129		1.0999999999999999e-119									9.699999999999999e-285									8.1e-278	4.0999999999999997e-280	0.0					7.099999999999999e-220																7.6e-101	2.1000000000000002e-116	1.5e-80				9.4e-95	6.6e-40	5.7e-130
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Rhodospirillum_rubrum_S1_ATCC_11170	GCA_000013085.1	Proteobacteria	4.5e-111		2.2e-84	7.1e-46			1.1e-82		3.3e-138	1.3e-77		5.4e-40	1.1e-15		7.400000000000001e-160		1.1e-120												0.0										4.200000000000001e-291		3.4e-109						0.0				3.3e-142					1.3999999999999998e-68						0.0																			0.0	0.0	0.0	0.0	0.0		0.0	0.0	4.2e-221	6.199999999999999e-191	3.2999999999999997e-189		7.500000000000001e-70	1.1999999999999999e-95	4e-112	1.8e-78						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Skermanella_stibiiresistens_SB22	GCA_000576635.1	Proteobacteria	2.9e-128		7.2e-88	2.1999999999999998e-48	6.4e-19		3e-78		1.4e-146	5e-83		6.100000000000001e-56			4.1e-146		2.6e-108		6.5000000000000006e-21												0.0	5e-266						0.0	0.0		5.4e-109										8.700000000000001e-130											0.0					0.0					1.0000000000000001e-252				0.0		0.0	6.3e-88	1.3e-168	0.0	0.0	0.0						7.699999999999999e-234	1.9e-191	2.8e-203		1.4e-74	1.2e-87	1.2e-114	1.6000000000000002e-79				1.3e-93	1.3e-84	6.7e-129
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Thalassospira_profundimaris_WP0211	GCA_000300275.1	Proteobacteria	5e-124		5.1e-81	5.1e-52	2e-15		1.3e-75		1.2e-133	1.1999999999999999e-54		1.7e-54			7.2e-135		3.3999999999999997e-113		8.5e-19												0.0							0.0	0.0												3.1e-32				4.4e-198																	2.9e-262				0.0																		1.8e-83	1.3e-113	6.2e-84						
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Tistrella_mobilis_KA081020_065	GCA_000264455.2	Proteobacteria	3.5e-119		7.2999999999999995e-84		1.3999999999999998e-68	4.4000000000000004e-79	2.7000000000000003e-75		1e-123	1.9e-76		4.4999999999999995e-42			1e-114		1.7e-110						1.3999999999999998e-284								0.0						0.0	3.8999999999999995e-300	5.099999999999999e-300			3.4999999999999997e-25									8.9e-131											3e-301										0.0						3.1e-266	5.9e-88															7.5e-87	5.4e-115	1.4000000000000001e-70						
Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Anaplasmataceae_Anaplasma_marginale_St._Maries	GCA_000011945.1	Proteobacteria															2.0999999999999997e-197																								1.6e-274																																																															
Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Anaplasmataceae_Ehrlichia_chaffeensis_Osceola	GCA_000632905.1	Proteobacteria															2.8e-196			5.8e-82																					1.7e-289																																																															
Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Anaplasmataceae_Neorickettsia_sennetsu_Miyayama	GCA_000013165.1	Proteobacteria															3.3e-111			6.9e-75																					4.5e-269																																																									1.3e-07						
Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Anaplasmataceae_Wolbachieae_Wolbachia_endosymbiont_of_Drosophila_melanogaster	GCA_000008025.1	Proteobacteria															9.699999999999999e-197																								1.1e-297																																																															
Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Candidatus_Midichloria_mitochondrii_IricVA	GCA_000219355.1	Proteobacteria															5.2e-119																								1.5e-297																																																															
Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Holosporaceae_Holospora_undulata_HU1	GCA_000388175.3	Proteobacteria															2.2999999999999998e-176																																																																																							
Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Rickettsiaceae_Rickettsieae_Orientia_tsutsugamushi_Boryong	GCA_000063545.1	Proteobacteria																																							1.2e-271																																																															
Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Rickettsiaceae_Rickettsieae_Rickettsia_conorii_Malish_7	GCA_000007025.1	Proteobacteria															1.1e-115																								2.2999999999999997e-277																																																															
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Erythrobacteraceae_Altererythrobacter_ishigakiensis_ATCC_BAA_2084	GCA_007830695.1	Proteobacteria	1.1e-114		1.8999999999999998e-82	7.4e-38			2.4e-68		1.3e-113			1.2e-41	1.4e-13		2.5e-93																						0.0		1.1e-253		3.1e-112										2.3000000000000003e-47																					1.6e-201																														
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Erythrobacteraceae_Erythrobacter_litoralis_HTCC2594	GCA_000013005.1	Proteobacteria	1.2e-125		8.6e-87	7.9e-38			2.1999999999999997e-74		3.8e-116	6.1e-44		6e-46	1e-13		9.000000000000001e-123			1.5000000000000001e-31																					1.1e-249		3.2e-119										1.5e-49																					1.3e-206																														
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Citromicrobium_sp._JLT1363	GCA_001304795.1	Proteobacteria	2.9999999999999995e-126		7.3e-83	2.5999999999999997e-40			8.6e-75		3.9e-109	3.3e-54			1.6e-10		1.9e-123			9.599999999999999e-82																					5.1e-254												8.4e-49																					3.3999999999999997e-189						1.6e-274																								
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_sp._PP1Y	GCA_000253255.1	Proteobacteria	1.2e-121		5.2e-84	3.8e-38			1.2e-74		7.5e-120	1.3e-10		3.3e-40	3.6e-07		4.5e-130																0.0							0.0	3.1e-256												5e-50																					4e-233						5.1000000000000005e-276	5.2e-220	6e-164														1.1999999999999999e-91	1.3e-85	1.3e-73						
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingobium_japonicum_UT26S_1	GCA_000091125.1	Proteobacteria	2.3000000000000002e-123		5.1e-86	1.3e-49			1.9e-76		7.4e-09	2e-48		6.9000000000000004e-43	2.3e-16		3.3999999999999996e-140			1e-10	3.1e-20												0.0							0.0	1.7e-262												1.1e-49		5e-177																			5.7e-202						0.0																9.999999999999999e-90	2.1e-85	4.3999999999999994e-74						
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_wittichii_RW1	GCA_000016765.1	Proteobacteria	2.9e-124		1.1e-83	1.7e-49			1.4e-79		9.200000000000001e-125	4.7e-58		2.3e-44	2.4e-15		1.6e-113			7.9e-92	1.6e-18												0.0							0.0	1.9e-261		3.4e-93										2.4e-51		9.4e-145									6e-272										1.7e-278						1.2e-298																4e-73	1.2e-83	7.1e-70						
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingopyxis_alaskensis_RB2256	GCA_000013985.1	Proteobacteria	4.1e-118		2.2e-92	6.199999999999999e-42	2.2e-13		2e-74		5.199999999999999e-126			4.4e-37			2.5e-121			1.2e-93													8.599999999999999e-83							0.0	3.3e-256												3.3e-47																					1.1e-209																						7.399999999999999e-91	9.6e-84	3.5999999999999995e-74						
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Zymomonas_mobilis_mobilis_CP4	GCA_000498655.1	Proteobacteria															1.4e-103																																																																		0.0	0.0	0.0						9.1e-235	3.3e-193	1.2000000000000001e-194		8.7e-61									
Bacteria_Proteobacteria_Alphaproteobacteria_unclassified_Alphaproteobacteria_Micavibrio_aeruginosavorus_ARL_13	GCA_000226315.1	Proteobacteria															2.2e-127																								5.8e-293																																																															
Bacteria_Proteobacteria_Alphaproteobacteria_unclassified_Alphaproteobacteria_SAR11_cluster_Candidatus_Pelagibacter_sp._IMCC9063	GCA_000195085.1	Proteobacteria																	1.0999999999999999e-74																						7.8e-275																																																															
