genome_name	genome	taxonomy	temperature	oxygen	pH	habitat	habitat_diversity
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Centipeda_periodontii_DSM_2778_contig00059	GCA_000213975.1	Firmicutes	28.43409118	anaerobe	7.289693		
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_microaerophilus_UPII_345_E_contig00002	GCA_000183445.2	Firmicutes	31.55967125	anaerobe	6.82082	Host-associated	4.0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_sp._BV3C16_1	GCA_000478965.1	Firmicutes	35.0535983	anaerobe	6.4995923	Host-associated	9.0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Mitsuokella_multacida_DSM_20544	GCA_000155955.1	Firmicutes	32.48257869	anaerobe	6.6848307	Engineered	3.0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Pelosinus_sp._UFO1	GCA_000725345.1	Firmicutes	33.28203825	anaerobe	5.8291016	Terrestrial	6.0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Selenomonas_ruminantium_lactilytica_TAM6421	GCA_000284095.1	Firmicutes	34.6956865	anaerobe	6.354234	Host-associated	7.0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_parvula_DSM_2008	GCA_000024945.1	Firmicutes	35.74875036	anaerobe	5.683092	Host-associated	9.0
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Cetobacterium_somerae_ATCC_BAA_474	GCA_000479045.1	Fusobacteria	29.77874401	anaerobe	6.984612	Host-associated	7.0
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_nucleatum_nucleatum_ATCC_25586	GCA_000007325.1	Fusobacteria	40.3118561	anaerobe	6.9326367		
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Ilyobacter_polytropus_DSM_2926	GCA_000165505.1	Fusobacteria	38.29826864	anaerobe	6.4396977	Saline	5.0
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Leptotrichiaceae_Leptotrichia_goodfellowii_F0264_contig00021	GCA_000176335.1	Fusobacteria	41.47970479	anaerobe	6.961875		
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Leptotrichiaceae_Sebaldella_termitidis_ATCC_33386	GCA_000024405.1	Fusobacteria	24.08143422	anaerobe	6.618709		
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Leptotrichiaceae_Streptobacillus_moniliformis_DSM_12112	GCA_000024565.1	Fusobacteria	32.012742	anaerobe	7.122108	Host-associated	1.0
Bacteria_GN02_CG1_02_SUB10_Gracilibacteria_GN02_38_174	GCA_001871945.1	GN02	32.01477775	anaerobe	6.78915		
Bacteria_GN02_CG2_30_FULL_Gracilibacteria_GN02_37_12	GCA_001873165.1	GN02	26.30107768	anaerobe	7.300182		
Bacteria_Gemmatimonadetes_Gemmatimonadetes_Gemmatimonadales_Gemmatimonadaceae_Gemmatimonas_aurantiaca_T_27	GCA_000010305.1	Gemmatimonadetes	31.50803442	aerobe	5.271825	Freshwater	9.0
Bacteria_Gemmatimonadetes_Gemmatimonadetes_Gemmatimonadetes_bacterium_KBS708	GCA_000522985.1	Gemmatimonadetes	31.76901955	aerobe	5.1858735	Terrestrial	9.0
Bacteria_Ignavibacteria_GWF2_RIF_IGX_33_9	GCA_001804565.1	Ignavibacteria	32.1056858	anaerobe	7.0201106		
Bacteria_Ignavibacteria_RIFCSPLOWO2_02_FULL_Ignavibacteria_55_14	GCA_001802915.1	Ignavibacteria	34.63049992	anaerobe	6.823331		
Bacteria_Ignavibacteria_RIFOXYC2_FULL_Ignavibacteria_38_25	GCA_001803165.1	Ignavibacteria	33.1183448	anaerobe	7.161522	Engineered	7.0
Bacteria_Ignavibacteria_RIFOXYC2_FULL_RIF_IGX_35_21	GCA_001804705.1	Ignavibacteria	37.6305584	anaerobe	6.052743	Terrestrial	1.0
Bacteria_Ignavibacteria_RIFOXYD12_FULL_Ignavibacteria_36_8	GCA_001804715.1	Ignavibacteria	34.48685713	anaerobe	6.668911	Freshwater	9.0
Bacteria_Lentisphaerae_GWF2_Lentisphaerae_38_69	GCA_001803205.1	Lentisphaerae	35.97392628	anaerobe	6.3805842		
Bacteria_Lentisphaerae_GWF2_Lentisphaerae_44_16	GCA_001803225.1	Lentisphaerae	40.79473069	anaerobe	5.786856		
Bacteria_Lentisphaerae_GWF2_Lentisphaerae_49_21	GCA_001804805.1	Lentisphaerae	41.89496992	anaerobe	6.4727955		
Bacteria_Lentisphaerae_GWF2_Lentisphaerae_50_93	GCA_001804815.1	Lentisphaerae	38.53596415	anaerobe	6.248841	Freshwater	3.0
Bacteria_Lentisphaerae_GWF2_Lentisphaerae_57_35	GCA_001804865.1	Lentisphaerae	31.8483967	anaerobe	5.443738		
Bacteria_Melainabacteria_GWF2_Melainabacteria_37_15	GCA_001784565.1	Melainabacteria	44.94269371	anaerobe	6.5374002		
Bacteria_Melainabacteria_RIFCSPHIGHO2_02_FULL_Melainabacteria_34_12	GCA_001784555.1	Melainabacteria	29.60434835	anaerobe	6.694792		
Bacteria_Melainabacteria_RIFCSPLOWO2_12_FULL_Melainabacteria_35_11	GCA_001786505.1	Melainabacteria	29.95758752	anaerobe	6.5509753		
Bacteria_Melainabacteria_RIFOXYA2_FULL_Melainabacteria_32_9	GCA_001784615.1	Melainabacteria	38.76425651	anaerobe	6.888195	Freshwater	1.0
Bacteria_NC10_RIFCSPLOWO2_02_FULL_NC10_66_22	GCA_001771245.1	NC10	40.49573577	anaerobe	5.6952863	Terrestrial	9.0
Bacteria_Nitrospinae_RifCSPlowO2_12_Nitrospinae_39_15	GCA_001803525.1	Nitrospinae	40.34092685	anaerobe	6.0211153		
Bacteria_Nitrospirae_CG2_30_FULL_Nitrospirae_53_67	GCA_001873285.1	Nitrospirae	42.50956755	anaerobe	7.0974555	Freshwater	6.0
Bacteria_Nitrospirae_CG2_30_FULL_Nitrospirae_70_394	GCA_001873295.1	Nitrospirae	31.69147942	anaerobe	6.3221993	Freshwater	2.0
Bacteria_Nitrospirae_GWB2_Nitrospirae_47_37	GCA_001803635.1	Nitrospirae	42.19063577	anaerobe	6.6229267		
Bacteria_Nitrospirae_GWC2_Nitrospirae_57_13	GCA_001805055.1	Nitrospirae	37.141445	anaerobe	7.0163164	Terrestrial	1.0
Bacteria_Nitrospirae_GWF2_Nitrospirae_44_13	GCA_001805105.1	Nitrospirae	42.39915191	anaerobe	6.8660946	Freshwater	4.0
Bacteria_Nitrospirae_Nitrospira_Candidatus_Nitrospira_defluvii	GCA_000196815.1	Nitrospirae	36.65927593	anaerobe	6.4374547	Engineered	13.0
Bacteria_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Leptospirillum_ferriphilum_YSK	GCA_000695975.1	Nitrospirae	36.12591333	anaerobe	7.1234527	Hydrothermal	1.0
Bacteria_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Thermodesulfovibrio_yellowstonii_DSM_11347	GCA_000020985.1	Nitrospirae	56.68535765	anaerobe	6.5934043	Hydrothermal	1.0
Bacteria_Nitrospirae_RIFCSPLOWO2_02_FULL_Nitrospirae_62_14	GCA_001805245.1	Nitrospirae	38.84924592	anaerobe	7.6762543	Freshwater	15.0
Bacteria_OP3X_RIFCSPHIGHO2_02_FULL_OP3X_51_18	GCA_001804125.1	OP3X	44.69303963	anaerobe	5.573718		
Bacteria_OP3X_RIFCSPLOWO2_02_FULL_OP3X_45_16	GCA_001804255.1	OP3X	44.69171665	anaerobe	7.501547		
Bacteria_Omnitrophica_CG1_02_FULL_Omnitrophica_44_16	GCA_001873995.1	Omnitrophica	46.49843705	anaerobe	6.892382	Freshwater	2.0
Bacteria_Omnitrophica_CG1_02_SUB10_Omnitrophica_43_210	GCA_001872775.1	Omnitrophica	50.04048739	anaerobe	6.49375		
Bacteria_Omnitrophica_RIFCSPLOWO2_01_FULL_Omnitrophica_45_10b	GCA_001804205.1	Omnitrophica	41.34672475	anaerobe	7.2431226		
Bacteria_Omnitrophica_RIFCSPLOWO2_02_FULL_Omnitrophica_44_11	GCA_001804245.1	Omnitrophica	40.16628289	anaerobe	6.3419333		
Bacteria_Omnitrophica_RIFCSPLOWO2_12_FULL_Omnitrophica_50_11	GCA_001804315.1	Omnitrophica	42.04448673	anaerobe	7.5624323		
Bacteria_Omnitrophica_WOR-2_GWA2_WOR_2_45_18	GCA_001804395.1	Omnitrophica	41.20298681	anaerobe	7.3859615		
Bacteria_Omnitrophica_WOR-2_GWF2_WOR_2_43_52	GCA_001805445.1	Omnitrophica	44.55640107	anaerobe	6.3730154		
Bacteria_Omnitrophica_WOR-2_RIFCSPHIGHO2_02_FULL_WOR_2_45_21	GCA_001805575.1	Omnitrophica	47.58918352	anaerobe	7.9105988		
Bacteria_Omnitrophica_WOR-2_RIFCSPHIGHO2_02_FULL_WOR_2_50_17	GCA_001805645.1	Omnitrophica	47.90910463	anaerobe	7.0209074		
Bacteria_Omnitrophica_WOR-2_RIFCSPHIGHO2_02_FULL_WOR_2_63_39	GCA_001805685.1	Omnitrophica	43.06984446	anaerobe	7.6457205	Terrestrial	1.0
Bacteria_Omnitrophica_WOR-2_RIFOXYB2_FULL_WOR_2_38_16	GCA_001805995.1	Omnitrophica	44.76880232	anaerobe	6.105609	Freshwater	4.0
Bacteria_PER-ii_RIFCSPHIGHO2_01_FULL_PER_ii_51_35	GCA_001787535.1	PER-ii	28.55846695	anaerobe	6.5103354		
Bacteria_PER-ii_RIFCSPHIGHO2_01_FULL_PER_ii_55_13	GCA_001788925.1	PER-ii	32.76833115	anaerobe	6.4969664		
Bacteria_PER-ii_RIFCSPHIGHO2_02_FULL_PER_ii_49_16	GCA_001788955.1	PER-ii	32.13547967	anaerobe	6.5998893		
Bacteria_PER-ii_RIFCSPHIGHO2_02_FULL_PER_ii_51_15	GCA_001788965.1	PER-ii	34.20293761	anaerobe	6.199383		
Bacteria_PER-ii_RIFCSPLOWO2_12_FULL_PER_ii_53_10	GCA_001787705.1	PER-ii	30.88299175	anaerobe	7.3588943		
Bacteria_PER-ii_RIFCSPLOWO2_12_FULL_PER_ii_55_15	GCA_001789045.1	PER-ii	33.77359554	anaerobe	6.634159	Terrestrial	1.0
Bacteria_PER-ii_RIFOXYD2_FULL_PER_ii_58_15	GCA_001789155.1	PER-ii	28.98235205	anaerobe	7.1956053	Freshwater	1.0
Bacteria_Peregrinibacteria_CG2_30_FULL_Peregrinibacteria_PER_44_17	GCA_001873565.1	Peregrinibacteria	32.45814366	anaerobe	6.560924		
Bacteria_Planctomycetes_Phycisphaerae_Phycisphaerales_Phycisphaeraceae_Phycisphaera_mikurensis_NBRC_102666	GCA_000284115.1	Planctomycetes	20.56403608	aerobe	6.6822624		
Bacteria_Planctomycetes_Planctomycetia_Planctomycetales_Planctomycetaceae_Blastopirellula_marina_SH_106T_DSM_3645	GCA_000153105.1	Planctomycetes	31.88777504	aerobe	6.3608913		
Bacteria_Planctomycetes_Planctomycetia_Planctomycetales_Planctomycetaceae_Isosphaera_pallida_ATCC_43644	GCA_000186345.1	Planctomycetes	42.22907906	anaerobe	5.941208	Terrestrial	4.0
Bacteria_Planctomycetes_Planctomycetia_Planctomycetales_Planctomycetaceae_Pirellula_staleyi_DSM_6068	GCA_000025185.1	Planctomycetes	33.46259258	aerobe	5.2976713	Terrestrial	2.0
Bacteria_Planctomycetes_Planctomycetia_Planctomycetales_Planctomycetaceae_Planctomyces_limnophilus_DSM_3776	GCA_000092105.1	Planctomycetes	32.44984626	anaerobe	5.997141		
Bacteria_Planctomycetes_Planctomycetia_Planctomycetales_Planctomycetaceae_Rhodopirellula_baltica_SH_1	GCA_000196115.1	Planctomycetes	26.60632258	aerobe	5.4159055	Saline	6.0
Bacteria_Proteobacteria_Acidithiobacillia_Acidithiobacillales_Acidithiobacillaceae_Acidithiobacillus_ferrivorans_SS3	GCA_000214095.3	Proteobacteria	34.26189174	aerobe	6.517251	Engineered	8.0
Bacteria_Proteobacteria_Alphaproteobacteria_Alpha_proteobacterium_IMCC1322	GCA_000024465.1	Proteobacteria	21.17965558	aerobe	6.913593	Saline	6.0
Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Asticcacaulis_excentricus_CB_48_1	GCA_000175215.2	Proteobacteria	31.07641724	aerobe	6.289063	Plant	15.0
Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Brevundimonas_subvibrioides_ATCC_15264	GCA_000144605.1	Proteobacteria	26.11704462	aerobe	5.9580994	Freshwater	28.0
Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_segnis_ATCC_21756	GCA_000092285.1	Proteobacteria	29.97569187	aerobe	6.830616	Terrestrial	18.0
Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Phenylobacterium_zucineum_HLK1	GCA_000017265.1	Proteobacteria	34.86117306	aerobe	6.4858747	Terrestrial	18.0
Bacteria_Proteobacteria_Alphaproteobacteria_Magnetococcales_Magnetococcaceae_Magnetococcus_sp._MC_1	GCA_000014865.1	Proteobacteria	28.92809918	anaerobe	6.4573097		
Bacteria_Proteobacteria_Alphaproteobacteria_Parvularculales_Parvularculaceae_Parvularcula_bermudensis_HTCC2503	GCA_000152825.2	Proteobacteria	29.07856294	aerobe	6.202133	Freshwater	9.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Aurantimonadaceae_Aurantimonas_manganoxydans_SI85_9A1	GCA_000153465.1	Proteobacteria	25.89596232	aerobe	7.435144	Terrestrial	19.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Aurantimonadaceae_Fulvimarina_pelagi_HTCC2506_unfinished_sequence	GCA_000153705.1	Proteobacteria	25.99093357	aerobe	6.7827644		
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bartonellaceae_Bartonella_clarridgeiae_73	GCA_000253015.1	Proteobacteria	30.37234973	anaerobe	6.9074383		
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_Beijerinckia_indica_subsp._indica_ATCC_9039	GCA_000019845.1	Proteobacteria	30.24292295	aerobe	6.356258	Terrestrial	19.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_Chelatococcus_sp._GW1	GCA_001271345.1	Proteobacteria	31.82178434	aerobe	6.030653	Terrestrial	20.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_Methylocella_silvestris_BL2	GCA_000021745.1	Proteobacteria	30.43499285	aerobe	5.8795185	Terrestrial	16.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium_japonicum_SEMIA_5079	GCA_000661935.1	Proteobacteria	30.04283034	aerobe	6.24602	Terrestrial	10.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Nitrobacter_hamburgensis_X14	GCA_000013885.1	Proteobacteria	30.27515889	aerobe	6.386992	Terrestrial	9.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Oligotropha_carboxidovorans_OM5	GCA_000218565.1	Proteobacteria	31.56629344	aerobe	6.4659348	Terrestrial	12.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Brucellaceae_Brucella_abortus_A13334	GCA_000238175.1	Proteobacteria	33.90828895	aerobe	7.604109	Plant	21.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Brucellaceae_Ochrobactrum_anthropi_ATCC_49188_1	GCA_000017405.1	Proteobacteria	30.28253721	aerobe	6.297223	Plant	18.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Devosia_sp._17_2_E_8	GCA_000743515.1	Proteobacteria	32.03646709	aerobe	7.1056576	Terrestrial	29.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Hyphomicrobium_nitrativorans_NL23	GCA_000503895.1	Proteobacteria	29.9620791	aerobe	6.4157224	Terrestrial	23.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Pelagibacterium_halotolerans_B2	GCA_000230555.1	Proteobacteria	30.19576586	aerobe	7.124444		
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Prosthecomicrobium_hirschii_ATCC_27832	GCA_001305515.1	Proteobacteria	28.45721449	aerobe	7.290736		
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Rhodomicrobium_vannielii_ATCC_17100	GCA_000166055.1	Proteobacteria	33.34954987	aerobe	5.46216	Terrestrial	11.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_Methylobacterium_extorquens_PA1	GCA_000018845.1	Proteobacteria	26.37675227	aerobe	6.306396	Plant	21.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_Microvirga_sp._WSM3557	GCA_000262405.1	Proteobacteria	32.64956008	aerobe	5.237993	Terrestrial	18.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_Methylocystis_sp._SC2	GCA_000304315.1	Proteobacteria	32.79892897	aerobe	6.4780197	Terrestrial	15.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Aquamicrobium_defluvii_W13Z1	GCA_000585625.1	Proteobacteria	31.55511184	aerobe	6.3107476	Plant	23.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Hoeflea_phototrophica_DFL_43	GCA_000154705.2	Proteobacteria	26.35431727	aerobe	7.4024057	Plant	30.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Mesorhizobium_australicum_WSM2073	GCA_000230995.3	Proteobacteria	28.80681426	aerobe	6.760712	Plant	20.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Parvibaculum_lavamentivorans_DS_1	GCA_000017565.1	Proteobacteria	30.44710454	aerobe	6.2711334	Saline	14.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Phyllobacterium_sp._YR531	GCA_000282595.1	Proteobacteria	28.64831461	aerobe	6.403988	Plant	24.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Candidatus_Liberibacter_americanus_Sao_Paulo	GCA_000496595.1	Proteobacteria	34.74066072	anaerobe	7.3273315	Saline	7.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Neorhizobium_galegae_bv._orientalis_HAMBI_540	GCA_000731315.1	Proteobacteria	30.65176745	aerobe	5.324961	Plant	19.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_RhizobiumAgrobacterium_group_Agrobacterium_sp._H13_3	GCA_000192635.1	Proteobacteria	30.36320149	aerobe	6.587297	Plant	19.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_RhizobiumAgrobacterium_group_Rhizobium_leguminosarum_bv._trifolii_CB782	GCA_000520875.1	Proteobacteria	29.01941789	aerobe	5.6287365	Plant	20.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_SinorhizobiumEnsifer_group_Ensifer_adhaerens_OV14	GCA_000583045.1	Proteobacteria	29.08372517	aerobe	6.800402	Plant	18.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_SinorhizobiumEnsifer_group_Ensifer_meliloti_GR4	GCA_000320385.2	Proteobacteria	30.3587558	aerobe	6.4398365	Plant	23.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhodobiaceae_Lutibaculum_baratangense_AMV1	GCA_000496075.1	Proteobacteria	31.39547174	aerobe	6.003659		
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Xanthobacteraceae_Azorhizobium_caulinodans_ORS_571	GCA_000010525.1	Proteobacteria	30.55001234	aerobe	6.390745	Terrestrial	28.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Xanthobacteraceae_Starkeya_novella_DSM_506	GCA_000092925.1	Proteobacteria	31.55929842	aerobe	5.921365	Terrestrial	28.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Xanthobacteraceae_Xanthobacter_autotrophicus_Py2	GCA_000017645.1	Proteobacteria	32.93370151	aerobe	5.5037665	Terrestrial	29.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_unclassified_Rhizobiales_Bauldia_litoralis_ATCC_35022	GCA_900104485.1	Proteobacteria	27.44741823	aerobe	6.8230352	Terrestrial	28.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_unclassified_Rhizobiales_Vasilyevaea_enhydra_ATCC_23634	GCA_900119845.1	Proteobacteria	29.80505942	aerobe	6.3400135	Terrestrial	23.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Hyphomonadaceae_Hirschia_baltica_ATCC_49814	GCA_000023785.1	Proteobacteria	25.40079943	aerobe	6.8455725	Host-associated	2.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Hyphomonadaceae_Hyphomonas_neptunium_ATCC_15444	GCA_000013025.1	Proteobacteria	27.88241839	aerobe	7.172465	Saline	9.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Hyphomonadaceae_Maricaulis_maris_MCS10	GCA_000014745.1	Proteobacteria	21.76789611	aerobe	6.799017	Saline	3.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Hyphomonadaceae_Oceanicaulis_alexandrii_HTCC2633	GCA_000152745.1	Proteobacteria	26.88978231	aerobe	7.5869575	Saline	4.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Actibacterium_mucosum_KCTC_23349	GCA_000647975.1	Proteobacteria	25.42769526	aerobe	6.192155	Saline	23.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Celeribacter_sp._P73_complete_genome	GCA_000819565.1	Proteobacteria	27.01387258	aerobe	6.4451966	Saline	18.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Citreicella_sp._SE45	GCA_000161755.1	Proteobacteria	25.61295968	aerobe	6.5985804		
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Defluviimonas_sp._20V17	GCA_000687435.1	Proteobacteria	27.13802984	aerobe	6.635013	Saline	26.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Dinoroseobacter_shibae_DFL_12	GCA_000018145.1	Proteobacteria	25.89299443	aerobe	6.6635556		
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Haematobacter_missouriensis_CCUG_52307	GCA_000740775.1	Proteobacteria	29.40998262	aerobe	6.555294	Saline	23.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Jannaschia_sp._CCS1	GCA_000013565.1	Proteobacteria	23.73115669	aerobe	6.8899255	Saline	17.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Ketogulonigenium_vulgarum_WSH_001	GCA_000223375.1	Proteobacteria	28.39960546	aerobe	6.947619	Saline	21.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Labrenzia_alexandrii_DFL_11	GCA_000158095.2	Proteobacteria	26.25135727	aerobe	6.3875737	Host-associated	15.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Loktanella_vestfoldensis_SKA53	GCA_000152785.1	Proteobacteria	27.09712048	aerobe	7.267486	Saline	10.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Nereida_ignava_DSM_16309	GCA_001404155.1	Proteobacteria	25.90786291	aerobe	6.2282066	Saline	9.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Oceanibulbus_indolifex_HEL_45_unfinished_sequence	GCA_000172095.1	Proteobacteria	26.16745058	aerobe	6.960668		
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Oceanicola_granulosus_HTCC2516	GCA_000153305.1	Proteobacteria	22.89064723	aerobe	6.884892	Saline	20.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Oceaniovalibus_guishaninsula_JLT2003	GCA_000299575.1	Proteobacteria	25.2740546	aerobe	6.6008735		
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Octadecabacter_arcticus_238	GCA_000155735.2	Proteobacteria	25.36670502	aerobe	7.1024528	Saline	11.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_denitrificans_PD1222_1	GCA_000203895.1	Proteobacteria	28.94496562	aerobe	6.3061047	Saline	25.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Pelagibaca_bermudensis_HTCC2601	GCA_000153725.1	Proteobacteria	25.05795306	aerobe	5.8102193	Saline	15.0
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Phaeobacter_gallaeciensis_2.10	GCA_000154745.2	Proteobacteria	24.29720104	aerobe	6.518256	Saline	14.0
